customer_no,owner_indic,acct_type,utilization,utilization_count
21693,1,13,Low,1
21694,1,5,High,1
21694,1,5,Low,1
21694,1,10,High,2
21694,1,10,Low,9
21695,1,5,High,4
21695,1,10,High,3
21695,1,10,Low,2
21696,1,10,High,1
21696,1,10,Low,3
21697,1,5,Low,2
21697,1,6,Low,11
21697,1,10,High,2
21697,1,13,Low,2
21698,1,10,Low,2
21698,1,32,High,1
21699,1,10,Low,3
21700,1,10,Low,2
21701,1,5,Low,1
21701,1,6,Low,1
21701,1,10,Low,2
21701,1,13,Low,2
21702,1,1,High,1
21702,1,5,High,1
21702,1,6,Low,1
21702,1,10,Low,2
21703,1,0,Low,1
21703,1,6,Low,3
21703,1,10,High,1
21704,1,1,High,1
21704,1,5,High,2
21704,1,6,Low,2
21704,1,10,High,1
21704,1,10,Low,2
21705,1,5,Low,1
21705,1,10,High,4
21705,1,10,Low,5
21706,1,1,High,1
21706,1,6,Low,5
21706,1,10,High,1
21706,1,10,Low,10
21707,1,10,High,1
21707,1,10,Low,1
21708,1,5,High,1
21708,1,10,High,1
21708,1,10,Low,2
21708,1,13,Low,1
21709,1,5,High,2
21709,1,7,Low,2
21709,1,10,Low,2
21710,1,2,High,1
21710,1,3,High,1
21710,1,5,High,1
21710,1,5,Low,1
21710,1,6,Low,1
21710,1,7,Low,2
21710,1,10,High,1
21710,1,10,Low,3
21710,1,13,Low,1
21711,1,1,Low,1
21711,1,7,High,1
21711,1,10,High,1
21711,1,10,Low,2
21711,1,13,Low,1
21712,1,6,Low,3
21712,1,10,Low,4
21712,1,13,Low,2
21713,1,5,High,1
21713,1,10,Low,3
21714,1,6,Low,4
21714,1,10,High,7
21714,1,10,Low,12
21714,1,51,High,1
21715,1,10,Low,4
21715,4,2,High,1
21716,1,10,Low,3
21717,1,10,Low,1
21718,1,10,Low,2
21719,1,5,High,4
21719,1,10,High,1
21719,1,10,Low,2
21720,1,10,High,1
21721,1,0,High,2
21721,1,1,High,1
21721,1,5,High,2
21721,1,6,Low,1
21721,1,10,High,2
21721,1,10,Low,6
21722,1,10,High,1
21722,1,10,Low,4
21723,1,6,Low,2
21723,1,10,Low,1
21724,1,10,High,1
21724,1,10,Low,2
21725,1,10,Low,2
21726,1,6,Low,1
21726,1,10,High,1
21727,1,6,Low,4
21727,1,10,High,1
21727,1,10,Low,4
21728,1,1,High,1
21728,1,10,Low,8
21729,1,10,Low,2
21729,4,2,High,1
21730,1,5,High,1
21730,1,6,Low,6
21730,1,10,High,1
21730,1,10,Low,3
21730,4,13,Low,1
21731,1,0,Low,2
21731,1,6,Low,2
21731,1,10,Low,2
21731,1,13,Low,1
21732,1,10,High,2
21732,1,10,Low,2
21733,1,10,High,1
21733,1,10,Low,4
21734,1,0,High,2
21734,1,1,Low,1
21734,1,5,High,2
21734,1,5,Low,1
21734,1,10,High,2
21734,1,10,Low,4
21735,1,10,Low,2
21736,1,10,High,5
21736,1,10,Low,5
21737,1,10,Low,2
21738,1,10,High,4
21738,1,10,Low,5
21739,1,10,Low,4
21740,1,10,High,2
21741,1,5,Low,1
21741,1,10,High,2
21741,1,10,Low,3
21742,1,10,Low,1
21743,1,10,Low,1
21744,1,10,Low,3
21745,1,0,High,1
21745,1,10,Low,1
21746,1,10,Low,3
21746,1,13,Low,1
21747,1,1,High,1
21747,1,5,High,1
21747,1,10,High,1
21747,1,10,Low,3
21747,3,1,High,1
21748,1,5,High,1
21748,1,10,Low,1
21749,1,10,Low,2
21749,1,15,Low,1
21750,1,5,High,2
21750,1,10,Low,2
21751,1,0,High,1
21751,1,1,High,1
21751,1,2,High,1
21751,1,5,High,4
21751,1,6,Low,7
21751,1,10,High,3
21751,1,10,Low,4
21751,1,13,Low,1
21752,1,5,High,3
21752,1,10,Low,2
21752,4,2,High,2
21752,4,3,High,2
21753,1,5,High,1
21753,1,10,High,3
21754,1,2,High,1
21754,1,5,Low,1
21754,1,10,Low,1
21754,1,13,Low,1
21755,1,10,Low,1
21756,1,5,High,1
21756,1,5,Low,1
21756,1,10,Low,1
21757,1,1,High,3
21757,1,6,Low,5
21757,1,10,High,3
21757,1,10,Low,4
21757,1,13,Low,3
21757,4,2,High,1
21758,1,0,High,1
21758,1,5,High,1
21758,1,5,Low,1
21758,1,6,Low,1
21758,1,10,Low,2
21759,1,6,Low,6
21759,1,10,High,1
21759,1,10,Low,1
21759,1,13,Low,1
21760,1,0,High,1
21760,1,0,Low,1
21760,1,5,High,1
21760,1,10,Low,3
21761,1,5,High,1
21761,1,10,Low,1
21761,1,13,Low,1
21762,1,10,Low,2
21763,1,10,Low,1
21763,4,2,High,1
21764,1,10,Low,2
21765,1,1,High,1
21765,1,5,High,1
21765,1,6,Low,5
21765,1,10,Low,2
21765,4,1,High,1
21766,1,5,High,1
21766,1,6,Low,7
21766,1,10,High,1
21766,1,10,Low,1
21766,1,13,Low,1
21767,1,5,High,2
21767,1,10,Low,1
21767,1,13,Low,1
21767,3,1,High,1
21768,1,5,High,3
21768,1,5,Low,1
21768,1,6,Low,1
21768,1,10,High,3
21768,1,10,Low,4
21768,3,2,High,1
21768,4,32,High,1
21769,1,6,Low,1
21769,1,10,Low,1
21769,1,13,Low,2
21770,1,5,High,1
21770,1,10,High,2
21770,1,10,Low,6
21771,1,5,High,1
21771,1,10,Low,1
21771,1,13,Low,1
21772,1,5,High,4
21772,1,10,High,1
21772,1,10,Low,4
21773,1,10,Low,2
21774,1,5,High,1
21774,1,10,Low,2
21775,1,0,High,1
21775,1,5,High,2
21775,1,5,Low,1
21775,1,10,Low,1
21775,1,13,Low,1
21776,1,0,Low,1
21776,1,1,High,3
21776,1,6,Low,2
21776,1,7,High,1
21776,1,7,Low,1
21776,1,10,High,1
21776,1,13,Low,4
21777,1,10,Low,1
21778,1,1,High,1
21778,1,3,High,1
21778,1,6,Low,4
21778,1,10,Low,1
21779,1,6,Low,2
21780,1,0,High,1
21780,1,10,Low,4
21781,1,5,Low,1
21781,1,6,Low,2
21781,1,10,Low,2
21781,4,7,High,1
21781,4,7,Low,1
21782,1,0,Low,1
21782,1,1,High,3
21782,1,6,Low,3
21782,1,10,High,1
21782,1,10,Low,2
21783,1,10,High,1
21783,1,10,Low,2
21784,1,6,Low,2
21784,1,10,High,1
21785,1,5,High,1
21785,1,10,Low,1
21786,1,0,High,1
21786,1,0,Low,1
21786,1,6,Low,2
21786,1,10,High,1
21786,1,10,Low,5
21787,1,5,High,1
21787,1,10,Low,2
21788,1,1,High,1
21788,1,2,High,1
21788,1,10,High,1
21788,1,10,Low,5
21789,1,10,High,1
21789,1,10,Low,4
21790,1,6,Low,1
21790,1,10,Low,1
21791,1,10,High,1
21791,1,10,Low,2
21792,1,10,Low,2
21793,1,1,High,1
21793,1,10,Low,2
21793,3,2,High,1
21794,1,10,Low,1
21795,1,0,High,1
21795,1,2,High,1
21795,1,5,High,1
21795,1,6,Low,2
21795,1,10,High,1
21795,1,10,Low,2
21795,4,1,High,1
21796,1,6,Low,2
21796,1,10,High,3
21796,1,10,Low,5
21796,1,12,Low,1
21797,1,6,Low,1
21797,1,10,Low,2
21798,1,5,High,1
21798,1,10,Low,2
21799,1,6,Low,14
21799,1,10,High,1
21799,1,10,Low,1
21800,1,10,High,2
21800,1,10,Low,1
21801,1,6,Low,1
21801,1,10,Low,3
21802,1,10,Low,2
21803,1,1,High,1
21803,1,10,Low,1
21804,1,1,High,1
21804,1,5,High,1
21804,1,10,High,1
21804,1,10,Low,2
21804,1,13,Low,2
21805,1,10,Low,1
21805,1,32,High,1
21806,1,5,Low,1
21806,1,6,Low,3
21806,1,10,Low,1
21807,1,10,Low,2
21808,1,10,Low,2
21809,1,10,Low,1
21810,1,4,High,1
21810,1,10,Low,4
21811,1,5,High,1
21811,1,5,Low,2
21811,1,10,Low,2
21812,1,10,High,1
21812,1,10,Low,1
21813,1,10,Low,1
21813,1,13,Low,1
21813,4,1,High,1
21813,4,5,High,1
21814,1,5,High,1
21814,1,6,Low,2
21814,1,10,Low,2
21814,1,13,Low,1
21815,1,1,High,1
21815,1,6,Low,4
21815,1,10,Low,2
21815,2,10,High,2
21816,1,10,Low,2
21817,1,1,High,1
21817,1,10,Low,2
21818,1,10,Low,1
21819,1,0,Low,1
21819,1,1,Low,1
21819,1,5,Low,1
21819,1,6,Low,1
21819,1,10,High,1
21819,1,10,Low,6
21819,1,13,Low,1
21820,1,10,Low,3
21821,1,2,High,1
21821,1,5,High,1
21821,1,10,High,1
21821,1,10,Low,2
21822,1,1,High,6
21822,1,1,Low,1
21822,1,6,Low,5
21822,1,10,High,3
21822,1,10,Low,6
21822,1,13,Low,2
21822,1,17,High,1
21822,1,51,High,1
21822,3,1,High,2
21822,3,17,High,1
21822,4,1,High,1
21822,4,17,High,1
21823,1,1,Low,1
21823,1,6,Low,3
21823,1,13,Low,1
21824,1,2,High,1
21824,1,13,Low,1
21824,4,2,High,2
21825,1,5,Low,1
21825,1,6,Low,1
21825,1,10,Low,1
21826,1,10,Low,2
21826,1,13,Low,2
21827,1,10,Low,5
21827,4,13,Low,1
21828,1,5,High,1
21828,1,10,Low,2
21829,1,1,High,1
21829,1,5,High,3
21829,1,10,High,1
21829,1,10,Low,1
21830,1,10,Low,2
21831,1,10,Low,2
21831,4,2,High,1
21832,1,1,High,1
21832,1,2,High,1
21832,1,5,High,1
21832,1,5,Low,1
21832,1,10,Low,4
21833,1,0,High,1
21833,1,2,High,1
21833,1,5,High,2
21833,1,5,Low,1
21833,1,10,Balanced,2
21833,1,10,High,6
21833,1,10,Low,7
21834,1,5,High,1
21834,1,5,Low,1
21834,1,6,Low,1
21834,1,10,High,1
21834,1,10,Low,3
21835,1,0,Low,1
21835,1,1,High,1
21835,1,5,High,1
21835,1,10,High,2
21835,1,10,Low,1
21836,1,6,Low,1
21836,1,10,Low,2
21837,1,5,High,2
21837,1,10,Low,5
21837,1,12,High,1
21837,2,10,Low,1
21837,4,2,High,1
21838,1,0,High,1
21838,1,10,High,1
21838,1,13,Low,1
21839,1,5,High,1
21839,1,6,Low,2
21839,1,10,High,2
21839,1,10,Low,3
21839,3,2,High,1
21840,1,10,High,2
21840,1,10,Low,6
21841,1,5,High,1
21841,1,6,Low,1
21841,1,10,High,1
21842,1,1,High,2
21842,1,2,High,3
21842,1,5,High,5
21842,1,6,Low,2
21842,1,10,High,5
21842,1,10,Low,1
21842,1,12,High,1
21842,1,13,Low,2
21842,1,51,High,1
21843,1,5,High,1
21843,1,10,High,1
21843,1,10,Low,1
21844,1,5,High,4
21844,1,10,Low,4
21845,1,6,Low,8
21845,1,10,High,1
21845,1,10,Low,1
21846,1,10,Low,1
21847,1,1,High,2
21847,1,5,High,11
21847,1,5,Low,1
21847,1,6,Low,2
21847,1,10,High,4
21847,1,10,Low,7
21847,2,10,High,2
21847,4,35,Low,1
21848,1,0,Low,2
21848,1,1,High,2
21848,1,5,High,2
21848,1,5,Low,2
21848,1,6,Low,6
21848,1,10,High,3
21848,1,10,Low,3
21849,1,5,High,1
21849,1,10,Low,2
21850,1,1,High,1
21850,1,10,High,1
21850,1,10,Low,1
21851,1,10,High,1
21851,1,10,Low,2
21851,1,13,Low,2
21852,1,5,Low,1
21852,1,6,Low,5
21852,1,10,High,4
21852,1,10,Low,7
21852,1,13,Low,3
21852,4,13,Low,1
21853,1,10,High,1
21854,1,10,Low,1
21855,1,5,High,1
21855,1,10,High,1
21855,1,10,Low,4
21856,1,5,High,1
21856,1,6,Low,3
21857,1,10,Low,1
21858,1,6,Low,2
21858,1,10,Low,1
21859,1,2,High,1
21859,1,5,High,2
21859,1,10,Low,6
21860,1,6,Low,1
21860,1,10,Low,1
21861,1,5,High,1
21861,1,10,High,2
21861,1,10,Low,2
21862,1,2,High,1
21862,1,10,High,1
21862,1,10,Low,5
21862,3,2,High,1
21863,1,10,Low,2
21863,1,13,Low,1
21864,1,5,High,1
21864,1,7,High,1
21864,1,10,High,2
21864,1,10,Low,1
21865,1,5,Low,1
21865,1,10,Low,1
21866,1,10,Low,1
21867,1,10,Low,2
21867,1,13,Low,1
21868,1,5,High,1
21868,1,10,Low,1
21869,1,6,Low,1
21869,1,10,Low,1
21870,1,5,High,4
21870,1,6,Low,3
21870,1,10,Low,4
21871,1,5,High,2
21871,1,10,Low,3
21871,1,13,Low,2
21872,1,10,High,2
21873,1,0,High,1
21873,1,2,High,2
21873,1,5,High,6
21873,1,6,Low,3
21873,1,10,High,6
21873,1,10,Low,2
21874,1,10,Low,1
21875,1,6,Low,2
21875,1,10,Low,1
21876,1,10,High,1
21877,1,10,Low,1
21878,1,5,High,1
21878,1,10,Low,3
21879,1,1,High,4
21879,1,5,High,2
21879,1,6,Low,2
21879,1,10,High,4
21879,1,10,Low,5
21879,1,32,High,1
21879,4,1,High,1
21880,1,2,High,1
21880,1,6,Low,1
21880,1,10,High,1
21880,1,10,Low,4
21881,1,10,Low,1
21882,1,10,Low,1
21883,1,6,Low,1
21883,1,10,Low,1
21884,1,1,High,2
21884,1,5,High,1
21884,1,6,Low,1
21884,1,10,High,1
21884,1,10,Low,2
21885,1,5,High,1
21885,1,6,Low,3
21885,1,10,Low,1
21885,1,13,Low,1
21885,4,13,Low,1
21886,1,0,Low,2
21886,1,1,High,1
21886,1,6,Low,3
21886,1,10,High,2
21886,1,10,Low,3
21887,1,10,High,2
21887,1,10,Low,4
21887,1,13,Low,2
21888,1,1,High,1
21888,1,5,High,2
21888,1,10,High,4
21888,1,10,Low,9
21889,1,1,High,1
21889,1,2,High,1
21889,1,5,High,1
21889,1,6,Low,4
21889,1,10,High,1
21889,1,10,Low,1
21889,4,1,High,1
21890,1,5,Low,2
21890,1,6,Low,2
21890,1,10,High,1
21890,1,10,Low,5
21891,1,0,High,2
21891,1,5,High,1
21891,1,6,Low,1
21891,1,7,High,1
21891,1,7,Low,1
21891,1,10,Low,3
21891,1,13,Low,1
21891,1,32,High,1
21892,1,0,High,1
21892,1,5,High,1
21892,1,10,Low,2
21893,1,0,High,1
21893,1,4,High,1
21893,1,4,Low,3
21893,1,10,High,2
21893,1,10,Low,2
21894,1,10,Low,2
21894,1,12,High,1
21895,1,0,High,1
21895,1,1,High,1
21895,1,5,High,1
21895,1,10,High,2
21895,1,10,Low,8
21895,1,13,Low,1
21895,4,2,High,1
21896,1,1,High,1
21896,1,6,Low,8
21896,1,10,Low,1
21896,1,13,Low,1
21896,3,13,Low,1
21897,1,6,Low,1
21897,1,10,Low,2
21898,1,6,Low,1
21898,1,10,High,2
21898,1,12,Low,1
21898,1,13,Low,1
21899,1,10,Low,2
21900,1,5,High,6
21900,1,10,Low,2
21901,1,5,High,2
21901,1,6,Low,3
21901,1,10,Low,3
21902,1,0,Low,1
21902,1,10,Low,2
21902,1,13,Low,1
21903,1,1,High,3
21903,1,2,High,1
21903,1,6,Low,1
21903,1,10,High,2
21903,1,10,Low,1
21904,1,1,High,1
21904,1,10,Low,1
21904,1,13,Low,2
21905,1,5,High,1
21905,1,6,Low,1
21905,1,10,High,1
21905,1,10,Low,5
21906,1,2,High,1
21906,1,5,High,2
21906,1,10,High,3
21906,1,10,Low,6
21906,1,13,Low,1
21907,1,2,High,1
21907,1,3,High,1
21907,1,5,High,3
21907,1,10,High,2
21907,1,10,Low,3
21908,1,3,High,1
21908,1,10,High,1
21908,1,10,Low,5
21908,1,13,Low,1
21908,4,2,High,1
21909,1,5,High,2
21909,1,5,Low,1
21909,1,6,Low,1
21909,1,10,Low,3
21909,4,2,High,2
21910,1,5,High,1
21910,1,10,Low,3
21911,1,6,Low,1
21911,1,10,High,1
21911,1,10,Low,1
21912,1,5,High,4
21912,1,10,Low,3
21913,1,10,Low,2
21914,1,2,High,1
21914,1,10,Low,3
21914,1,13,Low,1
21915,1,1,High,1
21915,1,10,Low,1
21915,2,10,Low,3
21916,1,7,Low,4
21916,1,10,Low,2
21916,1,13,Low,1
21917,1,1,High,1
21917,1,10,High,1
21917,1,10,Low,1
21918,1,4,High,1
21918,1,5,High,3
21918,1,6,Low,7
21918,1,10,Low,4
21918,1,13,Low,1
21919,1,5,High,1
21919,1,10,High,2
21919,1,10,Low,3
21919,1,13,Low,1
21919,3,51,High,1
21920,1,0,High,1
21920,1,10,Low,5
21920,4,2,High,1
21921,1,10,Low,2
21922,1,10,High,2
21922,1,10,Low,4
21922,1,13,Low,1
21923,1,1,High,1
21923,1,5,High,2
21923,1,6,Low,8
21923,1,7,High,4
21923,1,10,High,9
21923,1,10,Low,3
21924,1,10,Low,1
21925,1,10,Low,2
21926,1,0,High,1
21926,1,1,High,1
21926,1,5,High,8
21926,1,10,High,3
21926,1,10,Low,5
21927,1,10,Low,1
21928,1,2,High,1
21928,1,6,High,1
21928,1,6,Low,3
21928,1,10,Low,3
21928,4,2,High,1
21929,1,5,High,2
21929,1,10,Low,2
21930,1,6,Low,1
21930,1,10,High,6
21930,1,10,Low,10
21930,2,10,Low,1
21931,1,1,High,4
21931,1,5,High,4
21931,1,5,Low,6
21931,1,6,Low,3
21931,1,10,High,5
21931,1,10,Low,9
21931,2,10,High,1
21931,2,10,Low,1
21932,1,10,Low,2
21933,1,1,High,2
21933,1,5,High,2
21933,1,7,Low,3
21933,1,10,Low,4
21934,1,0,High,1
21934,1,1,High,1
21934,1,5,High,1
21934,1,10,Low,4
21934,1,13,Low,1
21935,1,10,Low,2
21936,1,10,Low,4
21936,4,13,Low,1
21937,1,2,High,1
21937,1,5,High,2
21937,1,5,Low,1
21937,1,6,Low,4
21937,1,10,High,4
21937,1,10,Low,2
21937,1,13,Low,1
21938,1,5,High,1
21938,1,10,High,1
21938,1,10,Low,1
21938,1,12,High,1
21939,1,5,High,1
21939,1,6,Low,2
21939,1,10,Low,2
21940,1,6,Low,1
21940,1,10,Low,2
21941,1,5,High,2
21941,1,6,Low,2
21941,1,10,High,3
21941,1,13,Low,2
21941,4,13,Low,1
21942,1,5,High,1
21942,1,10,Low,3
21943,1,6,Low,1
21943,1,10,Low,2
21944,1,10,Low,1
21945,1,10,Low,3
21946,1,0,High,1
21946,1,10,High,2
21946,1,10,Low,4
21947,1,6,Low,2
21947,1,10,High,1
21947,1,10,Low,3
21947,4,1,High,1
21948,1,1,High,1
21948,1,10,High,2
21948,1,10,Low,1
21948,4,13,Low,1
21949,1,10,Low,2
21950,1,10,Low,3
21951,1,0,High,1
21951,1,5,High,1
21951,1,7,High,2
21951,1,10,Low,4
21951,1,13,Low,1
21952,1,6,Low,4
21952,1,10,Low,4
21953,1,1,High,2
21953,1,5,High,1
21953,1,6,Low,3
21953,1,10,High,3
21953,1,10,Low,2
21953,2,10,Low,1
21954,1,10,Low,2
21955,1,5,High,4
21955,1,5,Low,2
21955,1,10,High,2
21955,1,10,Low,2
21956,1,10,High,2
21956,1,10,Low,4
21956,1,51,High,2
21956,4,1,High,2
21956,4,2,High,1
21957,1,10,High,1
21957,1,10,Low,1
21958,1,0,Low,1
21958,1,5,High,3
21958,1,10,High,2
21958,1,10,Low,1
21959,1,0,High,1
21959,1,5,High,2
21959,1,6,Low,1
21959,1,10,Low,3
21960,1,5,Low,1
21960,1,6,Low,2
21960,1,10,Low,1
21960,1,13,Low,1
21961,1,1,High,1
21961,1,5,Low,4
21961,1,6,High,1
21961,1,10,Low,1
21961,1,13,Low,1
21962,1,5,High,1
21962,1,6,Low,1
21962,1,10,Low,3
21963,1,1,High,1
21963,1,1,Low,1
21963,1,2,High,1
21963,1,5,High,1
21963,1,6,Low,1
21963,1,10,High,1
21963,1,10,Low,3
21963,1,15,High,1
21963,4,1,High,1
21963,4,2,High,2
21964,1,5,High,1
21964,1,6,Low,1
21964,1,10,High,1
21964,1,10,Low,1
21965,1,2,High,1
21965,1,6,Low,3
21965,1,10,High,1
21965,1,10,Low,1
21966,1,0,Low,1
21966,1,1,High,1
21966,1,2,High,1
21966,1,6,Low,2
21966,1,10,Low,2
21967,1,10,Low,2
21968,1,6,Low,2
21968,1,10,Low,1
21969,1,0,Low,2
21969,1,2,High,1
21969,1,15,Low,1
21970,1,10,Low,3
21971,1,6,Low,1
21971,1,10,Low,1
21971,1,13,Low,1
21972,1,6,Low,1
21972,1,10,Low,2
21973,1,10,Low,2
21974,1,10,Low,2
21974,1,13,Low,1
21974,1,53,Low,2
21975,1,1,High,1
21975,1,6,Low,1
21975,1,10,Low,4
21975,1,13,Low,1
21976,1,10,Low,3
21977,1,1,High,1
21977,1,2,High,1
21977,1,6,Low,3
21977,1,10,High,4
21977,1,10,Low,16
21978,1,2,High,1
21978,1,7,Low,1
21978,1,10,Low,1
21979,1,6,Low,1
21979,1,7,Low,1
21979,1,10,Low,4
21980,1,10,Low,2
21981,1,10,High,1
21981,1,10,Low,1
21982,1,5,High,2
21982,1,10,Low,3
21983,1,10,Low,3
21984,1,6,Low,1
21984,1,10,Low,4
21985,1,0,High,1
21985,1,5,High,3
21985,1,10,High,1
21985,1,10,Low,5
21986,1,10,High,4
21986,1,10,Low,8
21986,4,2,High,2
21987,1,1,Low,1
21987,1,5,High,5
21987,1,5,Low,1
21987,1,10,High,1
21987,1,10,Low,2
21987,1,32,High,1
21988,1,2,High,1
21988,1,10,High,2
21988,1,10,Low,3
21989,1,6,Low,1
21989,1,10,Low,1
21990,1,10,Low,3
21991,1,1,High,1
21991,1,5,High,1
21991,1,6,Low,4
21991,1,10,Low,3
21992,1,5,High,1
21992,1,5,Low,1
21992,1,6,Low,1
21992,1,10,High,1
21992,1,13,Low,2
21993,1,1,High,1
21993,1,10,Low,2
21994,1,3,High,1
21994,1,5,High,1
21994,1,10,High,1
21994,1,10,Low,3
21995,1,1,High,1
21995,1,6,Low,5
21995,1,10,High,1
21995,1,10,Low,2
21995,2,10,High,1
21995,4,2,High,1
21996,1,0,High,1
21996,1,2,High,2
21996,1,5,High,2
21996,1,6,Low,1
21996,1,10,High,9
21996,1,10,Low,7
21996,1,12,Low,1
21997,1,0,High,1
21997,1,1,High,1
21997,1,6,Low,10
21997,1,10,High,4
21997,1,10,Low,2
21998,1,0,High,2
21998,1,0,Low,1
21998,1,10,Low,1
21999,1,5,High,1
21999,1,10,High,2
21999,1,10,Low,4
22000,1,10,High,1
22000,1,10,Low,3
22001,1,10,Low,2
22002,1,5,High,1
22002,1,10,Low,2
22003,1,10,Low,2
22003,1,13,Low,1
22004,1,5,High,1
22004,1,10,Low,4
22005,1,5,High,1
22005,1,10,Low,1
22006,1,10,Low,1
22007,1,5,High,4
22007,1,10,High,1
22007,1,10,Low,2
22008,1,1,High,2
22008,1,5,High,1
22008,1,6,High,1
22008,1,6,Low,2
22008,1,10,High,4
22008,1,10,Low,6
22008,4,1,High,1
22009,1,1,High,1
22009,1,2,High,1
22009,1,3,High,1
22009,1,5,Low,2
22009,1,6,Low,1
22009,1,10,High,1
22009,1,10,Low,1
22009,1,13,Low,4
22009,1,51,High,2
22009,1,53,Low,1
22010,1,1,High,1
22010,1,5,High,1
22010,1,5,Low,1
22010,1,10,Low,6
22010,4,13,Low,1
22011,1,1,High,3
22011,1,5,High,4
22011,1,5,Low,1
22011,1,6,Low,3
22011,1,10,High,6
22011,1,10,Low,5
22011,1,51,High,5
22012,1,5,High,1
22012,1,10,Low,2
22013,1,5,High,2
22013,1,6,High,4
22013,1,10,High,1
22013,1,10,Low,1
22013,1,12,Low,1
22013,1,13,Low,1
22013,1,51,High,1
22014,1,1,High,1
22014,1,5,High,3
22015,1,10,Low,2
22016,1,6,Low,5
22016,1,10,Low,1
22017,1,10,Low,2
22018,1,0,High,1
22018,1,5,High,7
22018,1,6,Low,3
22018,1,10,High,2
22018,1,10,Low,5
22018,2,10,High,1
22019,1,5,High,1
22019,1,10,Low,3
22020,1,5,High,2
22020,1,5,Low,1
22020,1,6,High,1
22020,1,6,Low,8
22020,1,10,High,4
22020,1,10,Low,5
22020,1,13,Low,1
22020,4,2,High,2
22021,1,0,High,1
22021,1,5,High,5
22021,1,10,High,1
22021,1,10,Low,4
22022,1,10,Low,3
22022,1,13,Low,1
22023,1,0,High,1
22023,1,5,High,3
22023,1,5,Low,1
22023,1,10,Low,5
22024,1,10,Low,1
22025,1,10,Low,2
22026,1,10,Low,1
22026,1,13,Low,1
22027,1,0,Low,1
22027,1,1,Low,1
22027,1,2,High,1
22027,1,5,High,1
22027,1,10,High,1
22027,1,10,Low,2
22028,1,1,High,1
22028,1,10,High,2
22028,1,10,Low,1
22029,1,10,Low,2
22030,1,1,High,1
22030,1,5,High,1
22030,1,6,Low,1
22030,1,10,Low,2
22031,1,5,High,1
22031,1,6,Low,1
22031,1,10,High,2
22031,1,10,Low,4
22032,1,1,High,1
22032,1,5,High,5
22032,1,5,Low,1
22032,1,10,High,6
22032,1,10,Low,7
22032,1,13,Low,1
22033,1,0,High,1
22033,1,6,Low,1
22033,1,10,High,1
22033,1,10,Low,3
22034,1,10,Low,2
22035,1,10,Low,1
22036,1,5,Low,1
22036,1,10,High,2
22036,1,10,Low,1
22036,1,13,Low,1
22037,1,1,High,2
22037,1,6,Low,1
22037,1,10,Low,3
22037,3,1,High,1
22038,1,5,High,2
22038,1,5,Low,2
22038,1,6,Low,3
22038,1,10,High,3
22038,1,10,Low,3
22039,1,1,High,3
22039,1,5,High,2
22039,1,5,Low,1
22039,1,7,High,3
22039,1,10,High,2
22039,1,10,Low,1
22039,1,17,High,4
22039,3,1,High,1
22039,4,1,High,1
22039,4,5,High,1
22040,1,6,Low,1
22040,1,7,Low,6
22040,1,10,High,1
22040,1,10,Low,3
22041,1,5,High,3
22041,1,6,Low,1
22041,1,10,High,2
22041,1,10,Low,1
22042,1,10,High,1
22042,1,10,Low,2
22043,1,5,High,2
22043,1,10,Low,1
22044,1,10,Low,1
22045,1,10,Low,2
22046,1,10,Low,1
22047,1,5,High,2
22047,1,6,Low,1
22047,1,7,Low,1
22047,1,10,High,1
22047,1,10,Low,1
22048,1,1,High,1
22048,1,2,High,1
22048,1,10,High,1
22048,1,10,Low,2
22049,1,10,High,2
22050,1,10,Low,3
22051,1,10,Low,2
22051,1,13,Low,1
22052,1,10,Low,1
22052,1,13,High,1
22053,1,10,High,1
22053,1,10,Low,1
22054,1,10,Low,1
22055,1,0,High,1
22055,1,10,High,1
22055,1,10,Low,4
22056,1,10,High,1
22056,1,10,Low,1
22057,1,5,High,1
22057,1,10,Low,1
22058,1,10,Low,2
22059,1,10,Low,1
22060,1,10,High,1
22060,1,10,Low,2
22060,1,13,High,1
22061,1,6,Low,1
22061,1,10,High,2
22061,2,10,Low,1
22062,1,5,High,1
22062,1,10,High,1
22062,1,10,Low,2
22062,4,2,High,1
22063,1,1,High,1
22063,1,5,High,2
22063,1,10,High,1
22063,1,10,Low,2
22064,1,1,High,1
22064,1,10,High,1
22064,1,10,Low,1
22065,1,1,High,1
22065,1,6,Low,2
22065,1,10,High,1
22065,1,10,Low,3
22065,1,13,Low,1
22065,4,1,High,1
22066,1,7,High,2
22066,1,10,Low,2
22067,1,2,High,3
22067,1,3,High,1
22067,1,5,High,3
22067,1,5,Low,1
22067,1,6,Low,2
22067,1,7,High,2
22067,1,10,High,3
22067,1,10,Low,5
22067,1,13,Low,1
22068,1,5,High,1
22068,1,10,Low,2
22069,1,10,Low,2
22070,1,1,High,1
22070,1,6,Low,2
22070,1,10,Low,5
22071,1,1,High,1
22071,1,5,High,1
22071,1,10,High,1
22071,1,10,Low,1
22072,1,5,High,2
22072,1,10,High,1
22072,1,10,Low,2
22072,3,2,High,1
22073,1,5,Low,2
22073,1,6,Low,4
22073,1,10,High,1
22073,1,10,Low,3
22073,4,3,High,1
22074,1,10,Low,1
22075,1,5,High,1
22075,1,10,Low,1
22076,1,10,Low,2
22077,1,10,High,1
22077,1,10,Low,4
22077,1,12,High,1
22077,1,15,Low,1
22078,1,5,High,1
22078,1,6,Low,1
22078,1,10,High,1
